,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At this moment you have selected:,,,1310,values (out of 1310 in total).,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,USED?,ECOSYSTEM,,SERVICE,,CASE STUDY LOCATION,,,,,,,,,,VALUE INFORMATION,,,,,,,ADDITIONAL INFORMATION,,REFERENCE,,,
403,TRUE,Inland Wetlands,Riparian buffer,Recreation,Recreation,Spain,High Income: (OECD),Low density,Partially protected,Province / Region,"Catalonia, Spain",Southern Europe,Europe," 41°35'28.17""N","  1°31'15.10""E",2004,FALSE,Benefit Transfer,Annual,3385,USD/ha/yr,US Dollar,"total area of the coastal zone of catalonia is 922,892ha",2558,"Brenner-Guillermo, J.",2007,"Valuation of ecosystem services in the Catalan coastal zone. Marine Sciences, Polytechnic University of Catalonia.","Brenner-Guillermo, J. (2007) Valuation of ecosystem services in the Catalan coastal zone. Marine Sciences, Polytechnic University of Catalonia."
404,FALSE,Inland Wetlands,Riparian buffer,Cultural service [general],Cultural values [unspecified],Spain,High Income: (OECD),Low density,Partially protected,Province / Region,"Catalonia, Spain",Southern Europe,Europe," 41°35'28.17""N","  1°31'15.10""E",2004,FALSE,Benefit Transfer,Annual,10,USD/ha/yr,US Dollar,"total area of the coastal zone of catalonia is 922,892ha",2558,"Brenner-Guillermo, J.",2007,"Valuation of ecosystem services in the Catalan coastal zone. Marine Sciences, Polytechnic University of Catalonia.","Brenner-Guillermo, J. (2007) Valuation of ecosystem services in the Catalan coastal zone. Marine Sciences, Polytechnic University of Catalonia."
405,FALSE,Coastal,Shores,Cultural service [general],Cultural values [unspecified],Spain,High Income: (OECD),Low density,Partially protected,Province / Region,"Catalonia, Spain",Southern Europe,Europe," 41°35'28.17""N","  1°31'15.10""E",2004,FALSE,Benefit Transfer,Annual,59,USD/ha/yr,US Dollar,"total area of the coastal zone of catalonia is 922,892ha",4098,"Brenner-Guillermo, J.",2007,"Valuation of ecosystem services in the Catalan coastal zone. Marine Sciences, Polytechnic University of Catalonia.","Brenner-Guillermo, J. (2007) Valuation of ecosystem services in the Catalan coastal zone. Marine Sciences, Polytechnic University of Catalonia."
406,FALSE,Coral Reefs,Coral reefs,Food,Fish,Indonesia,Lower Middle Income,Low density,Partially protected,Country,Indonesia,South-Eastern Asia,Asia,  0°00'S,113°00'E,2002,FALSE,Direct market pricing,Annual,239,USD/ha/yr,US Dollar,,5087500,"Burke, L., E. Selig and M. Spalding",2002,"Reefs at risk in Southeast Asia. World Resources Institute, Washington, D.C., ISBN 1-56973-490-9.","Burke, L., E. Selig and M. Spalding (2002) Reefs at risk in Southeast Asia. World Resources Institute, Washington, D.C., ISBN 1-56973-490-9."
407,FALSE,Coral Reefs,Coral reefs,Food,Fish,Philippines,Lower Middle Income,High density,Partially protected,Country,Philippines,South-Eastern Asia,Asia, 12°00'N,121°00'E,2002,FALSE,Direct market pricing,Annual,238,USD/ha/yr,US Dollar,,2581900,"Burke, L., E. Selig and M. Spalding",2002,"Reefs at risk in Southeast Asia. World Resources Institute, Washington, D.C., ISBN 1-56973-490-9.","Burke, L., E. Selig and M. Spalding (2002) Reefs at risk in Southeast Asia. World Resources Institute, Washington, D.C., ISBN 1-56973-490-9."
415,FALSE,Coral Reefs,Coral reefs,TEV,TEV,Caribbean,No data available,High density,Partially protected,Region,Caribbean,Caribbean,Latin America and the Caribbean, 18°00'N, 72°00'W,2004,FALSE,Direct market pricing,Annual (Range),1481,USD/ha/yr,US Dollar,,2600000,"Burke, L. and J. Maidens",2004,"Reefs at risk in the Caribbean. World Resources Institute, Washington, D.C..","Burke, L. and J. Maidens (2004) Reefs at risk in the Caribbean. World Resources Institute, Washington, D.C.."
416,TRUE,Coral Reefs,Coral reefs,Food,Fish,Caribbean,No data available,High density,Partially protected,Region,Caribbean,Caribbean,Latin America and the Caribbean, 18°00'N, 72°00'W,2004,FALSE,Direct market pricing,Annual,119,USD/ha/yr,US Dollar,gross revenues,2600000,"Burke, L. and J. Maidens",2004,"Reefs at risk in the Caribbean. World Resources Institute, Washington, D.C..","Burke, L. and J. Maidens (2004) Reefs at risk in the Caribbean. World Resources Institute, Washington, D.C.."
417,TRUE,Coral Reefs,Coral reefs,Recreation,Tourism,Caribbean,No data available,High density,Partially protected,Region,Caribbean,Caribbean,Latin America and the Caribbean, 18°00'N, 72°00'W,2004,FALSE,Direct market pricing,Annual,808,USD/ha/yr,US Dollar,,2600000,"Burke, L. and J. Maidens",2004,"Reefs at risk in the Caribbean. World Resources Institute, Washington, D.C..","Burke, L. and J. Maidens (2004) Reefs at risk in the Caribbean. World Resources Institute, Washington, D.C.."
418,TRUE,Coral Reefs,Coral reefs,Extreme events,Flood prevention,Caribbean,No data available,High density,Partially protected,Region,Caribbean,Caribbean,Latin America and the Caribbean, 18°00'N, 72°00'W,2004,FALSE,Direct market pricing,Annual (Range),565.5,USD/ha/yr,US Dollar,,2600000,"Burke, L. and J. Maidens",2004,"Reefs at risk in the Caribbean. World Resources Institute, Washington, D.C..","Burke, L. and J. Maidens (2004) Reefs at risk in the Caribbean. World Resources Institute, Washington, D.C.."
419,TRUE,Tropical Forest,Tropical forest general,Food,NTFPs [food only!],World,No data available,Low density,Partially protected,Global,Global,World,World,,,2001,FALSE,Benefit Transfer,Annual (Range),50,USD/ha/yr,US Dollar,"values are not from 2001 but a mix of all studies, no standardization",1570600000,Secretariat of the Convention on Biological Diversity,2001,"Value of forest ecosystems. CBD Technical Series No 4. SCBD, Montreal, Canada, 67pp.","Secretariat of the Convention on Biological Diversity (2001) Value of forest ecosystems. CBD Technical Series No 4. SCBD, Montreal, Canada, 67pp."
420,TRUE,Tropical Forest,Tropical forest general,Raw materials,Fuel wood and charcoal,World,No data available,Low density,Partially protected,Global,Global,World,World,,,2001,FALSE,Benefit Transfer,Annual,40,USD/ha/yr,US Dollar,"values are not from 2001 but a mix of all studies, no standardization",726000000,Secretariat of the Convention on Biological Diversity,2001,"Value of forest ecosystems. CBD Technical Series No 4. SCBD, Montreal, Canada, 67pp.","Secretariat of the Convention on Biological Diversity (2001) Value of forest ecosystems. CBD Technical Series No 4. SCBD, Montreal, Canada, 67pp."
421,TRUE,Tropical Forest,Tropical forest general,Raw materials,Timber,World,No data available,Low density,Partially protected,Global,Global,World,World,,,2001,FALSE,Benefit Transfer,Annual (Range),230,USD/ha/yr,US Dollar,"values are not from 2001 but a mix of all studies, no standardization",1512400000,Secretariat of the Convention on Biological Diversity,2001,"Value of forest ecosystems. CBD Technical Series No 4. SCBD, Montreal, Canada, 67pp.","Secretariat of the Convention on Biological Diversity (2001) Value of forest ecosystems. CBD Technical Series No 4. SCBD, Montreal, Canada, 67pp."
422,TRUE,Tropical Forest,Tropical forest general,Raw materials,Timber,World,No data available,Low density,Partially protected,Global,Global,World,World,,,2001,FALSE,Benefit Transfer,Annual (Range),148,USD/ha/yr,US Dollar,"values are not from 2001 but a mix of all studies, no standardization",1512400000,Secretariat of the Convention on Biological Diversity,2001,"Value of forest ecosystems. CBD Technical Series No 4. SCBD, Montreal, Canada, 67pp.","Secretariat of the Convention on Biological Diversity (2001) Value of forest ecosystems. CBD Technical Series No 4. SCBD, Montreal, Canada, 67pp."
423,TRUE,Tropical Forest,Tropical forest general,Genetic,Genetic resources [unspecified],World,No data available,Low density,Partially protected,Global,Global,World,World,,,2001,FALSE,Benefit Transfer,Annual (Range),1500,USD/ha/yr,US Dollar,"values are not from 2001 but a mix of all studies, no standardization",1281800000,Secretariat of the Convention on Biological Diversity,2001,"Value of forest ecosystems. CBD Technical Series No 4. SCBD, Montreal, Canada, 67pp.","Secretariat of the Convention on Biological Diversity (2001) Value of forest ecosystems. CBD Technical Series No 4. SCBD, Montreal, Canada, 67pp."
424,FALSE,Tropical Forest,Tropical forest general,Climate,Climate regulation [unspecified],World,No data available,Low density,Partially protected,Global,Global,World,World,,,2001,FALSE,Benefit Transfer,Net Present Value,1280,USD/ha,US Dollar,"1) values are the difference between forest and other landuse types; 2) values are not from 2001 but a mix of all studies, no standardization",1704300000,Secretariat of the Convention on Biological Diversity,2001,"Value of forest ecosystems. CBD Technical Series No 4. SCBD, Montreal, Canada, 67pp.","Secretariat of the Convention on Biological Diversity (2001) Value of forest ecosystems. CBD Technical Series No 4. SCBD, Montreal, Canada, 67pp."
425,TRUE,Tropical Forest,Tropical forest general,Waste,Water purification,World,No data available,Low density,Partially protected,Global,Global,World,World,,,2001,FALSE,Benefit Transfer,Annual (Range),432.5,USD/ha/yr,US Dollar,"values are not from 2001 but a mix of all studies, no standardization",1341900000,Secretariat of the Convention on Biological Diversity,2001,"Value of forest ecosystems. CBD Technical Series No 4. SCBD, Montreal, Canada, 67pp.","Secretariat of the Convention on Biological Diversity (2001) Value of forest ecosystems. CBD Technical Series No 4. SCBD, Montreal, Canada, 67pp."
426,TRUE,Tropical Forest,Tropical forest general,Genepool,Biodiversity protection,World,No data available,Low density,Partially protected,Global,Global,World,World,,,2001,FALSE,Benefit Transfer,Annual (Range),7,USD/ha/yr,US Dollar,"values are not from 2001 but a mix of all studies, no standardization",1704300000,Secretariat of the Convention on Biological Diversity,2001,"Value of forest ecosystems. CBD Technical Series No 4. SCBD, Montreal, Canada, 67pp.","Secretariat of the Convention on Biological Diversity (2001) Value of forest ecosystems. CBD Technical Series No 4. SCBD, Montreal, Canada, 67pp."
427,TRUE,Tropical Forest,Tropical forest general,Genepool,Biodiversity protection,World,No data available,Low density,Partially protected,Global,Global,World,World,,,2001,FALSE,Benefit Transfer,Annual,4400,USD/ha/yr,US Dollar,"values are not from 2001 but a mix of all studies, no standardization",1704300000,Secretariat of the Convention on Biological Diversity,2001,"Value of forest ecosystems. CBD Technical Series No 4. SCBD, Montreal, Canada, 67pp.","Secretariat of the Convention on Biological Diversity (2001) Value of forest ecosystems. CBD Technical Series No 4. SCBD, Montreal, Canada, 67pp."
428,TRUE,Tropical Forest,Tropical forest general,Recreation,Recreation,World,No data available,Low density,Partially protected,Global,Global,World,World,,,2001,FALSE,Benefit Transfer,Annual (Range),236,USD/ha/yr,US Dollar,"values are not from 2001 but a mix of all studies, no standardization",1341900000,Secretariat of the Convention on Biological Diversity,2001,"Value of forest ecosystems. CBD Technical Series No 4. SCBD, Montreal, Canada, 67pp.","Secretariat of the Convention on Biological Diversity (2001) Value of forest ecosystems. CBD Technical Series No 4. SCBD, Montreal, Canada, 67pp."
429,TRUE,Tropical Forest,Tropical forest general,Recreation,Recreation,World,No data available,Low density,Partially protected,Global,Global,World,World,,,2001,FALSE,Benefit Transfer,Annual,770,USD/ha/yr,US Dollar,"values are not from 2001 but a mix of all studies, no standardization",1341900000,Secretariat of the Convention on Biological Diversity,2001,"Value of forest ecosystems. CBD Technical Series No 4. SCBD, Montreal, Canada, 67pp.","Secretariat of the Convention on Biological Diversity (2001) Value of forest ecosystems. CBD Technical Series No 4. SCBD, Montreal, Canada, 67pp."
430,TRUE,Tropical Forest,Tropical forest general,Recreation,Recreation,World,No data available,Low density,Partially protected,Global,Global,World,World,,,2001,FALSE,Benefit Transfer,Annual,1000,USD/ha/yr,US Dollar,"values are not from 2001 but a mix of all studies, no standardization",1341900000,Secretariat of the Convention on Biological Diversity,2001,"Value of forest ecosystems. CBD Technical Series No 4. SCBD, Montreal, Canada, 67pp.","Secretariat of the Convention on Biological Diversity (2001) Value of forest ecosystems. CBD Technical Series No 4. SCBD, Montreal, Canada, 67pp."
431,TRUE,Forests [Temperate and Boreal],Temperate forest general,Waste,Water purification,World,No data available,Low density,Partially protected,Global,Global,World,World,,,2001,FALSE,Benefit Transfer,Annual (Range),19.5,USD/ha/yr,US Dollar,"values are not from 2001 but a mix of all studies, no standardization",1909200000,Secretariat of the Convention on Biological Diversity,2001,"Value of forest ecosystems. CBD Technical Series No 4. SCBD, Montreal, Canada, 67pp.","Secretariat of the Convention on Biological Diversity (2001) Value of forest ecosystems. CBD Technical Series No 4. SCBD, Montreal, Canada, 67pp."
432,TRUE,Forests [Temperate and Boreal],Temperate forest general,Genepool,Biodiversity protection,World,No data available,Low density,Partially protected,Global,Global,World,World,,,2001,FALSE,Benefit Transfer,Annual (Range),28.5,USD/ha/yr,US Dollar,"values are not from 2001 but a mix of all studies, no standardization",1909200000,Secretariat of the Convention on Biological Diversity,2001,"Value of forest ecosystems. CBD Technical Series No 4. SCBD, Montreal, Canada, 67pp.","Secretariat of the Convention on Biological Diversity (2001) Value of forest ecosystems. CBD Technical Series No 4. SCBD, Montreal, Canada, 67pp."
433,TRUE,Forests [Temperate and Boreal],Temperate forest general,Recreation,Recreation,World,No data available,Low density,Partially protected,Global,Global,World,World,,,2001,FALSE,Benefit Transfer,Annual,80,USD/ha/yr,US Dollar,"values are not from 2001 but a mix of all studies, no standardization",2166300000,Secretariat of the Convention on Biological Diversity,2001,"Value of forest ecosystems. CBD Technical Series No 4. SCBD, Montreal, Canada, 67pp.","Secretariat of the Convention on Biological Diversity (2001) Value of forest ecosystems. CBD Technical Series No 4. SCBD, Montreal, Canada, 67pp."
434,TRUE,Forests [Temperate and Boreal],Temperate forest general,Climate,Climate regulation [unspecified],World,No data available,Low density,Partially protected,Global,Global,World,World,,,2001,FALSE,Benefit Transfer,Annual (Range),245,USD/ha/yr,US Dollar,"values are not from 2001 but a mix of all studies, no standardization",1896500000,Secretariat of the Convention on Biological Diversity,2001,"Value of forest ecosystems. CBD Technical Series No 4. SCBD, Montreal, Canada, 67pp.","Secretariat of the Convention on Biological Diversity (2001) Value of forest ecosystems. CBD Technical Series No 4. SCBD, Montreal, Canada, 67pp."
435,TRUE,Forests [Temperate and Boreal],Temperate forest general,Genepool,Biodiversity protection,World,No data available,Low density,Partially protected,Global,Global,World,World,,,2001,FALSE,Benefit Transfer,Annual,70,USD/ha/yr,US Dollar,"values are not from 2001 but a mix of all studies, no standardization",1909200000,Secretariat of the Convention on Biological Diversity,2001,"Value of forest ecosystems. CBD Technical Series No 4. SCBD, Montreal, Canada, 67pp.","Secretariat of the Convention on Biological Diversity (2001) Value of forest ecosystems. CBD Technical Series No 4. SCBD, Montreal, Canada, 67pp."
436,FALSE,Coral Reefs,Coral reefs,TEV,TEV,United States of America,High Income: (OECD),Low density,Partially protected,Local,"Kona Coast, Hawaii, Hawaii, USA",Northern America,Americas," 19°37'20.36""N","155°59'11.92""W",2000,FALSE,Total Economic Value,Annual,7274.753242,USD/ha/yr,US Dollar,,2430,"Cesar, H., P. van Beukering, S. Pintz and J. Dierking",2002,"Economic valuation of the coral reefs of Hawaii. Report for NOAA. Cesar Environmental Economics Consulting. Arnhem, the Netherlands.","Cesar, H., P. van Beukering, S. Pintz and J. Dierking (2002) Economic valuation of the coral reefs of Hawaii. Report for NOAA. Cesar Environmental Economics Consulting. Arnhem, the Netherlands."
